Platform,Year_of_Release,GDP,Region,Sales,Critic_Score
0.4375,0.5161290322580645,0.0031425855002385197,0.0,0.05004835589941973,0.9294117647058824
0.3125,0.7741935483870968,0.03962403412176295,0.0,0.15522243713733075,0.8588235294117647
0.375,0.45161290322580644,0.00586399349981405,0.0,0.041586073500967116,0.9058823529411765
0.125,0.7419354838709677,0.04878515494816788,0.0,0.041586073500967116,0.8235294117647058
0.625,0.6451612903225806,0.02775903316722612,0.0,0.06794003868471954,0.8823529411764706
0.5625,0.9354838709677419,0.04666890759796058,0.0,0.08413926499032882,0.8235294117647058
0.5625,1.0,0.036987078612363486,0.0,0.13902321083172148,0.8470588235294118
0.75,0.8064516129032258,0.03909667763801904,0.0,0.05681818181818182,0.9882352941176471
0.875,0.7419354838709677,0.04878515494816788,0.0,0.045454545454545456,0.8352941176470589
0.875,0.8387096774193549,0.04524697968624779,0.0,0.051015473887814314,0.8352941176470589
0.4375,0.5806451612903226,0.01654999809991811,0.0,0.06842359767891683,0.8470588235294118
0.75,0.7741935483870968,0.03962403412176295,0.0,0.07229206963249517,0.4235294117647059
0.5,0.8387096774193549,0.04524697968624779,0.0,0.06987427466150871,0.8470588235294118
0.5625,0.967741935483871,0.03657115369217252,0.0,0.07906189555125726,0.8705882352941177
0.375,0.41935483870967744,0.00592583775116184,0.0,0.053675048355899424,0.9764705882352941
0.75,0.6774193548387096,0.032058326863831865,0.0,0.051740812379110254,0.9647058823529412
0.375,0.41935483870967744,0.00592583775116184,0.0,0.04231141199226306,0.9176470588235294
0.8125,0.9354838709677419,0.04666890759796058,0.0,0.0519825918762089,0.8823529411764706
0.25,0.5161290322580645,0.0031425855002385197,0.0,0.02514506769825919,0.9294117647058824
0.4375,0.6129032258064516,0.02496090146628165,0.0,0.07301740812379111,0.8117647058823529
0.4375,0.5483870967741935,0.006818413557345904,0.0,0.06648936170212766,0.8823529411764706
0.75,0.8709677419354839,0.04046392085951729,0.0,0.05222437137330755,0.7176470588235294
0.875,0.7419354838709677,0.04878515494816788,0.0,0.045938104448742745,0.9411764705882353
0.5,0.8387096774193549,0.04524697968624779,0.0,0.06648936170212766,0.9294117647058824
0.5,0.7096774193548387,0.04287416953174437,0.0,0.054642166344294,0.9529411764705882
0.5,0.7741935483870968,0.03962403412176295,0.0,0.053191489361702135,0.9764705882352941
0.125,0.6451612903225806,0.02775903316722612,0.0,0.06648936170212766,0.7176470588235294
0.5,0.8064516129032258,0.03909667763801904,0.0,0.061170212765957445,0.9647058823529412
0.5,0.9032258064516129,0.04381943003876466,0.0,0.10251450676982593,0.8588235294117647
0.5,0.8709677419354839,0.04046392085951729,0.0,0.0609284332688588,0.8470588235294118
0.75,0.8064516129032258,0.03909667763801904,0.0,0.04327852998065764,0.8705882352941177
0.9375,0.5161290322580645,0.0031425855002385197,0.0,0.031431334622823985,0.9882352941176471
0.5,0.8387096774193549,0.04524697968624779,0.0,0.06286266924564797,0.9294117647058824
0.1875,0.6129032258064516,0.02496090146628165,0.0,0.03820116054158607,0.7411764705882353
0.4375,0.5483870967741935,0.006818413557345904,0.0,0.029013539651837523,0.8470588235294118
0.875,0.7741935483870968,0.03962403412176295,0.0,0.03239845261121857,0.8235294117647058
0.875,0.8064516129032258,0.03909667763801904,0.0,0.047147001934235974,0.9647058823529412
0.25,0.5483870967741935,0.006818413557345904,0.0,0.0304642166344294,0.9294117647058824
0.3125,0.6129032258064516,0.02496090146628165,0.0,0.1501450676982592,0.9411764705882353
0.375,0.45161290322580644,0.00586399349981405,0.0,0.06769825918762089,0.8705882352941177
0.875,0.8387096774193549,0.04524697968624779,0.0,0.038442940038684724,0.9176470588235294
0.875,0.8064516129032258,0.03909667763801904,0.0,0.04182785299806577,0.7058823529411765
0.875,0.6774193548387096,0.032058326863831865,0.0,0.045454545454545456,0.9529411764705882
0.5625,0.9354838709677419,0.04666890759796058,0.0,0.10469052224371374,0.8117647058823529
0.4375,0.5161290322580645,0.0031425855002385197,0.0,0.04859767891682785,0.9764705882352941
0.375,0.41935483870967744,0.00592583775116184,0.0,0.044245647969052226,0.9529411764705882
0.5,0.7419354838709677,0.04878515494816788,0.0,0.04134429400386847,0.9529411764705882
0.4375,0.6774193548387096,0.032058326863831865,0.0,0.0,0.9294117647058824
0.5,0.9032258064516129,0.04381943003876466,0.0,0.05270793036750484,0.9647058823529412
0.5,0.7419354838709677,0.04878515494816788,0.0,0.047872340425531915,0.9647058823529412
0.375,0.41935483870967744,0.00592583775116184,0.0,0.03554158607350097,0.8941176470588236
0.125,0.7741935483870968,0.03962403412176295,0.0,0.016199226305609285,0.8705882352941177
0.375,0.3548387096774194,0.0070534124101897236,0.0,0.0456963249516441,0.8941176470588236
0.5625,0.9354838709677419,0.04666890759796058,0.0,0.05004835589941973,0.7411764705882353
0.75,0.7096774193548387,0.04287416953174437,0.0,0.03747582205029014,0.788235294117647
0.125,0.6774193548387096,0.032058326863831865,0.0,0.04617988394584139,0.6352941176470588
0.5,0.7741935483870968,0.03962403412176295,0.0,0.046663442940038685,0.9176470588235294
0.875,0.7096774193548387,0.04287416953174437,0.0,0.039651837524177946,0.8
0.875,0.7741935483870968,0.03962403412176295,0.0,0.045938104448742745,0.9294117647058824
0.1875,0.5161290322580645,0.0031425855002385197,0.0,0.029980657640232108,0.8352941176470589
0.625,0.7419354838709677,0.04878515494816788,0.0,0.013297872340425534,0.8
0.5,0.8387096774193549,0.04524697968624779,0.0,0.04472920696324952,0.9764705882352941
1.0,0.9354838709677419,0.04666890759796058,0.0,0.052949709864603484,0.9882352941176471
0.1875,0.5161290322580645,0.0031425855002385197,0.0,0.039651837524177946,0.9411764705882353
0.4375,0.5161290322580645,0.0031425855002385197,0.0,0.05536750483558994,0.6235294117647059
0.5,0.7419354838709677,0.04878515494816788,0.0,0.044245647969052226,0.8470588235294118
0.5625,1.0,0.036987078612363486,0.0,0.06044487427466151,0.9411764705882353
0.5,0.7741935483870968,0.03962403412176295,0.0,0.02925531914893617,0.8235294117647058
0.375,0.4838709677419355,0.0027134283166249224,0.0,0.018617021276595744,0.9529411764705882
0.875,0.8709677419354839,0.04046392085951729,0.0,0.040860735009671176,0.8352941176470589
0.4375,0.5806451612903226,0.01654999809991811,0.0,0.026112185686653775,0.8470588235294118
1.0,0.9354838709677419,0.04666890759796058,0.0,0.03747582205029014,0.8
0.875,0.7741935483870968,0.03962403412176295,0.0,0.03747582205029014,0.9058823529411765
0.375,0.3870967741935484,0.00448612534218481,0.0,0.059477756286266927,0.8470588235294118
0.8125,0.8709677419354839,0.04046392085951729,0.0,0.03239845261121857,0.8352941176470589
0.4375,0.6129032258064516,0.02496090146628165,0.0,0.01813346228239845,0.8941176470588236
0.125,0.7096774193548387,0.04287416953174437,0.0,0.05875241779497099,0.8470588235294118
0.875,0.8709677419354839,0.04046392085951729,0.0,0.08389748549323019,0.9058823529411765
0.3125,0.8709677419354839,0.04046392085951729,0.0,0.05222437137330755,0.8823529411764706
0.4375,0.5806451612903226,0.01654999809991811,0.0,0.05391682785299807,0.6470588235294118
0.4375,0.6774193548387096,0.032058326863831865,0.0,0.0152321083172147,0.9294117647058824
0.875,0.8064516129032258,0.03909667763801904,0.0,0.026112185686653775,0.788235294117647
0.5,0.7741935483870968,0.03962403412176295,0.0,0.03409090909090909,0.8352941176470589
0.125,0.7096774193548387,0.04287416953174437,0.0,0.043520309477756286,0.9058823529411765
0.5,0.8064516129032258,0.03909667763801904,0.0,0.07930367504835589,0.8941176470588236
0.375,0.3548387096774194,0.0070534124101897236,0.0,0.028046421663442938,0.9176470588235294
0.625,0.6774193548387096,0.032058326863831865,0.0,0.04811411992263056,0.8588235294117647
0.375,0.45161290322580644,0.00586399349981405,0.0,0.03336557059961315,0.9294117647058824
0.4375,0.7096774193548387,0.04287416953174437,0.0,0.00024177949709864604,0.8117647058823529
0.75,0.7096774193548387,0.04287416953174437,0.0,0.028288201160541586,0.6470588235294118
0.875,0.7419354838709677,0.04878515494816788,0.0,0.023936170212765957,0.9411764705882353
0.5,0.7096774193548387,0.04287416953174437,0.0,0.041586073500967116,0.8823529411764706
0.4375,0.6451612903225806,0.02775903316722612,0.0,0.0062862669245647975,0.8823529411764706
0.3125,0.8064516129032258,0.03909667763801904,0.0,0.04061895551257253,0.9411764705882353
0.5,0.7096774193548387,0.04287416953174437,0.0,0.04835589941972921,0.8
0.5,0.8064516129032258,0.03909667763801904,0.0,0.032156673114119926,0.9294117647058824
0.375,0.45161290322580644,0.00586399349981405,0.0,0.03795938104448743,0.8823529411764706
0.125,0.7096774193548387,0.04287416953174437,0.0,0.035783365570599614,0.788235294117647
0.375,0.4838709677419355,0.0027134283166249224,0.0,0.05077369439071567,0.5764705882352941
0.875,0.8387096774193549,0.04524697968624779,0.0,0.030705996131528048,0.9529411764705882
0.375,0.4838709677419355,0.0027134283166249224,0.0,0.03409090909090909,1.0
0.4375,0.5483870967741935,0.006818413557345904,0.0,0.047147001934235974,0.8117647058823529
0.375,0.3548387096774194,0.0070534124101897236,0.0,0.04763056092843327,0.9176470588235294
0.75,0.7419354838709677,0.04878515494816788,0.0,0.02707930367504836,0.7058823529411765
0.5625,0.967741935483871,0.03657115369217252,0.0,0.04134429400386847,0.8588235294117647
0.25,0.5483870967741935,0.006818413557345904,0.0,0.023936170212765957,0.9764705882352941
0.75,0.7096774193548387,0.04287416953174437,0.0,0.026837524177949712,0.8588235294117647
0.0,0.9032258064516129,0.04381943003876466,0.0,0.0336073500967118,0.8588235294117647
0.875,0.8387096774193549,0.04524697968624779,0.0,0.04763056092843327,0.9176470588235294
0.4375,0.6129032258064516,0.02496090146628165,0.0,0.0062862669245647975,0.9176470588235294
0.875,0.7096774193548387,0.04287416953174437,0.0,0.02200193423597679,0.8470588235294118
0.4375,0.6774193548387096,0.032058326863831865,0.0,0.005802707930367505,0.8352941176470589
1.0,0.967741935483871,0.03657115369217252,0.0,0.030705996131528048,0.8352941176470589
0.4375,0.5483870967741935,0.006818413557345904,0.0,0.036508704061895554,0.7411764705882353
0.5625,1.0,0.036987078612363486,0.0,0.04835589941972921,0.7529411764705882
0.4375,0.6451612903225806,0.02775903316722612,0.0,0.03118955512572534,0.9529411764705882
0.8125,0.967741935483871,0.03657115369217252,0.0,0.02852998065764023,0.8
0.8125,0.8709677419354839,0.04046392085951729,0.0,0.026837524177949712,0.7529411764705882
0.4375,0.5161290322580645,0.0031425855002385197,0.0,0.03118955512572534,0.9882352941176471
0.4375,0.6774193548387096,0.032058326863831865,0.0,0.05778529980657641,0.8588235294117647
0.875,0.6774193548387096,0.032058326863831865,0.0,0.024903288201160542,0.9529411764705882
0.4375,0.6451612903225806,0.02775903316722612,0.0,0.04327852998065764,0.8117647058823529
0.75,0.8064516129032258,0.03909667763801904,0.0,0.032156673114119926,0.5058823529411764
0.5,0.6774193548387096,0.032058326863831865,0.0,0.041586073500967116,0.8588235294117647
0.4375,0.6451612903225806,0.02775903316722612,0.0,0.014023210831721469,0.8705882352941177
0.8125,0.9032258064516129,0.04381943003876466,0.0,0.028046421663442938,0.9411764705882353
0.875,0.7419354838709677,0.04878515494816788,0.0,0.029980657640232108,0.8941176470588236
0.1875,0.5161290322580645,0.0031425855002385197,0.0,0.026837524177949712,0.7764705882352941
0.5,0.7741935483870968,0.03962403412176295,0.0,0.03167311411992263,0.9176470588235294
0.4375,0.6129032258064516,0.02496090146628165,0.0,0.0,0.9176470588235294
0.5,0.8387096774193549,0.04524697968624779,0.0,0.04859767891682785,0.788235294117647
1.0,0.967741935483871,0.03657115369217252,0.0,0.03191489361702128,0.8823529411764706
0.875,0.9032258064516129,0.04381943003876466,0.0,0.06987427466150871,0.8352941176470589
0.625,0.6774193548387096,0.032058326863831865,0.0,0.02441972920696325,0.8470588235294118
0.4375,0.6451612903225806,0.02775903316722612,0.0,0.061653771760154734,0.788235294117647
0.4375,0.5806451612903226,0.01654999809991811,0.0,0.05560928433268859,0.788235294117647
0.5,0.7096774193548387,0.04287416953174437,0.0,0.04400386847195358,0.788235294117647
0.875,0.8387096774193549,0.04524697968624779,0.0,0.03554158607350097,0.788235294117647
0.5,0.7741935483870968,0.03962403412176295,0.0,0.02514506769825919,0.9529411764705882
0.4375,0.5483870967741935,0.006818413557345904,0.0,0.005077369439071566,0.9647058823529412
0.3125,0.3870967741935484,0.00448612534218481,0.0,0.0,0.9764705882352941
0.3125,0.7096774193548387,0.04287416953174437,0.0,0.0367504835589942,0.9176470588235294
0.5625,1.0,0.036987078612363486,0.0,0.0519825918762089,0.8823529411764706
0.4375,0.7096774193548387,0.04287416953174437,0.0,0.0009671179883945841,0.9411764705882353
0.875,0.8064516129032258,0.03909667763801904,0.0,0.024903288201160542,0.8352941176470589
0.875,0.7096774193548387,0.04287416953174437,0.0,0.030705996131528048,0.9058823529411765
0.75,0.7096774193548387,0.04287416953174437,0.0,0.03554158607350097,0.5058823529411764
0.5625,0.9354838709677419,0.04666890759796058,0.0,0.045938104448742745,0.788235294117647
0.4375,0.4838709677419355,0.0027134283166249224,0.0,0.036508704061895554,0.8470588235294118
0.5625,0.9354838709677419,0.04666890759796058,0.0,0.05270793036750484,0.8470588235294118
0.4375,0.6451612903225806,0.02775903316722612,0.0,0.032640232108317214,0.5647058823529412
0.875,0.7741935483870968,0.03962403412176295,0.0,0.021034816247582206,0.8941176470588236
0.5625,0.967741935483871,0.03657115369217252,0.0,0.0514990328820116,0.9294117647058824
0.5625,0.9354838709677419,0.04666890759796058,0.0,0.05004835589941973,0.6705882352941176
0.5625,0.967741935483871,0.03657115369217252,0.0,0.040860735009671176,0.8705882352941177
0.75,0.8387096774193549,0.04524697968624779,0.0,0.028046421663442938,0.9411764705882353
0.5,0.7419354838709677,0.04878515494816788,0.0,0.027321083172147,0.9058823529411765
0.125,0.7096774193548387,0.04287416953174437,0.0,0.0425531914893617,0.8352941176470589
0.75,0.7741935483870968,0.03962403412176295,0.0,0.032640232108317214,0.8
0.4375,0.5806451612903226,0.01654999809991811,0.0,0.028288201160541586,0.9058823529411765
0.0,0.9354838709677419,0.04666890759796058,0.0,0.01160541586073501,0.8588235294117647
0.3125,0.8387096774193549,0.04524697968624779,0.0,0.051257253384912965,0.9529411764705882
0.5625,0.967741935483871,0.03657115369217252,0.0,0.01595744680851064,0.8705882352941177
0.4375,0.6451612903225806,0.02775903316722612,0.0,0.04690522243713733,0.8823529411764706
0.5,0.6774193548387096,0.032058326863831865,0.0,0.03868471953578337,0.8352941176470589
0.4375,0.6129032258064516,0.02496090146628165,0.0,0.0456963249516441,0.9176470588235294
0.5,0.8064516129032258,0.03909667763801904,0.0,0.02707930367504836,0.7411764705882353
0.5625,0.9032258064516129,0.04381943003876466,0.0,0.034574468085106384,0.7647058823529411
0.125,0.7096774193548387,0.04287416953174437,0.0,0.037717601547388784,0.5411764705882353
0.5625,1.0,0.036987078612363486,0.0,0.04110251450676983,0.788235294117647
0.75,0.7096774193548387,0.04287416953174437,0.0,0.04617988394584139,0.6470588235294118
0.875,0.7419354838709677,0.04878515494816788,0.0,0.02441972920696325,0.7529411764705882
0.3125,0.5483870967741935,0.006818413557345904,0.0,0.037717601547388784,0.7764705882352941
0.375,0.5161290322580645,0.0031425855002385197,0.0,0.04835589941972921,0.6
0.75,0.7096774193548387,0.04287416953174437,0.0,0.020793036750483558,0.8470588235294118
0.375,0.4838709677419355,0.0027134283166249224,0.0,0.03820116054158607,0.9176470588235294
0.5,0.9032258064516129,0.04381943003876466,0.0,0.04061895551257253,0.8823529411764706
0.4375,0.6129032258064516,0.02496090146628165,0.0,0.059961315280464215,0.8
0.4375,0.5483870967741935,0.006818413557345904,0.0,0.02852998065764023,0.9529411764705882
0.125,0.7096774193548387,0.04287416953174437,0.0,0.038442940038684724,0.6352941176470588
0.625,0.6451612903225806,0.02775903316722612,0.0,0.02925531914893617,0.7176470588235294
0.4375,0.5483870967741935,0.006818413557345904,0.0,0.01958413926499033,0.8117647058823529
0.4375,0.5161290322580645,0.0031425855002385197,0.0,0.02635396518375242,0.9058823529411765
0.4375,0.7096774193548387,0.04287416953174437,0.0,0.0,0.8117647058823529
0.4375,0.6451612903225806,0.02775903316722612,0.0,0.02006769825918762,0.9764705882352941
0.75,0.7419354838709677,0.04878515494816788,0.0,0.02321083172147002,0.8588235294117647
0.5,0.7741935483870968,0.03962403412176295,0.0,0.05923597678916828,0.9176470588235294
0.4375,0.6129032258064516,0.02496090146628165,0.0,0.029497098646034815,0.8117647058823529
0.4375,0.5161290322580645,0.0031425855002385197,0.0,0.028288201160541586,0.6
0.25,0.5161290322580645,0.0031425855002385197,0.0,0.016199226305609285,0.7647058823529411
0.5625,0.9032258064516129,0.04381943003876466,0.0,0.03747582205029014,0.8470588235294118
0.4375,0.6451612903225806,0.02775903316722612,0.0,0.024661508704061898,0.8352941176470589
0.125,0.7096774193548387,0.04287416953174437,0.0,0.03602514506769826,0.6705882352941176
0.4375,0.6774193548387096,0.032058326863831865,0.0,0.033849129593810444,0.7647058823529411
0.4375,0.5483870967741935,0.006818413557345904,0.0,0.04279497098646035,0.6941176470588235
0.4375,0.5161290322580645,0.0031425855002385197,0.0,0.027321083172147,0.6941176470588235
0.875,0.8064516129032258,0.03909667763801904,0.0,0.05778529980657641,0.8823529411764706
0.875,0.7419354838709677,0.04878515494816788,0.0,0.011847195357833656,0.8941176470588236
1.0,0.9354838709677419,0.04666890759796058,0.0,0.021760154738878143,0.6941176470588235
0.875,0.7741935483870968,0.03962403412176295,0.0,0.022485493230174083,0.8235294117647058
0.875,0.8064516129032258,0.03909667763801904,0.0,0.00918762088974855,0.8941176470588236
0.5,0.9032258064516129,0.04381943003876466,0.0,0.03433268858800773,0.788235294117647
0.875,0.7741935483870968,0.03962403412176295,0.0,0.022969052224371372,0.9294117647058824
0.875,0.9032258064516129,0.04381943003876466,0.0,0.02441972920696325,0.7764705882352941
0.875,0.8064516129032258,0.03909667763801904,0.0,0.02441972920696325,0.8823529411764706
0.125,0.7419354838709677,0.04878515494816788,0.0,0.02441972920696325,0.6823529411764706
0.125,0.6774193548387096,0.032058326863831865,0.0,0.04327852998065764,0.8235294117647058
0.875,0.7741935483870968,0.03962403412176295,0.0,0.017166344294003866,0.8352941176470589
0.4375,0.5483870967741935,0.006818413557345904,0.0,0.030705996131528048,0.7764705882352941
0.375,0.41935483870967744,0.00592583775116184,0.0,0.05004835589941973,0.6705882352941176
0.5625,0.967741935483871,0.03657115369217252,0.0,0.032882011605415866,0.9411764705882353
0.4375,0.6129032258064516,0.02496090146628165,0.0,0.029013539651837523,0.788235294117647
0.4375,0.5483870967741935,0.006818413557345904,0.0,0.05512572533849129,0.8823529411764706
0.5,0.8387096774193549,0.04524697968624779,0.0,0.025386847195357835,0.9176470588235294
0.375,0.4838709677419355,0.0027134283166249224,0.0,0.03554158607350097,0.6470588235294118
0.5625,0.967741935483871,0.03657115369217252,0.0,0.04811411992263056,0.7411764705882353
0.875,0.7419354838709677,0.04878515494816788,0.0,0.024661508704061898,0.7411764705882353
1.0,0.9354838709677419,0.04666890759796058,0.0,0.022243713733075435,0.7294117647058823
0.5,0.8709677419354839,0.04046392085951729,0.0,0.04110251450676983,0.9058823529411765
0.4375,0.5483870967741935,0.006818413557345904,0.0,0.03118955512572534,0.7529411764705882
0.4375,0.6451612903225806,0.02775903316722612,0.0,0.0336073500967118,0.5529411764705883
0.125,0.7741935483870968,0.03962403412176295,0.0,0.02200193423597679,0.8705882352941177
0.4375,0.5161290322580645,0.0031425855002385197,0.0,0.025386847195357835,0.788235294117647
0.875,0.9032258064516129,0.04381943003876466,0.0,0.026837524177949712,0.8588235294117647
0.4375,0.5806451612903226,0.01654999809991811,0.0,0.030947775628626693,0.8470588235294118
1.0,0.967741935483871,0.03657115369217252,0.0,0.00797872340425532,0.8117647058823529
0.4375,0.5806451612903226,0.01654999809991811,0.0,0.025386847195357835,0.7529411764705882
0.125,0.7419354838709677,0.04878515494816788,0.0,0.03795938104448743,0.8588235294117647
1.0,0.967741935483871,0.03657115369217252,0.0,0.051257253384912965,0.8352941176470589
0.75,0.7419354838709677,0.04878515494816788,0.0,0.026837524177949712,0.5882352941176471
0.5625,0.967741935483871,0.03657115369217252,0.0,0.007253384912959381,0.8235294117647058
0.5,0.9032258064516129,0.04381943003876466,0.0,0.04037717601547389,0.8
1.0,0.9354838709677419,0.04666890759796058,0.0,0.024177949709864605,0.8470588235294118
0.8125,0.967741935483871,0.03657115369217252,0.0,0.0215183752417795,0.8823529411764706
0.625,0.7419354838709677,0.04878515494816788,0.0,0.024177949709864605,0.9176470588235294
0.4375,0.5806451612903226,0.01654999809991811,0.0,0.02707930367504836,0.5764705882352941
0.625,0.7096774193548387,0.04287416953174437,0.0,0.014264990328820115,0.8235294117647058
0.875,0.8064516129032258,0.03909667763801904,0.0,0.0183752417794971,0.8117647058823529
0.5,0.8387096774193549,0.04524697968624779,0.0,0.03118955512572534,0.8941176470588236
0.4375,0.5161290322580645,0.0031425855002385197,0.0,0.01353965183752418,0.8941176470588236
0.25,0.5161290322580645,0.0031425855002385197,0.0,0.0038684719535783366,0.8705882352941177
0.4375,0.7096774193548387,0.04287416953174437,0.0,0.0,0.8235294117647058
0.375,0.4838709677419355,0.0027134283166249224,0.0,0.030222437137330756,0.8705882352941177
0.75,0.8709677419354839,0.04046392085951729,0.0,0.02635396518375242,0.7058823529411765
0.375,0.41935483870967744,0.00592583775116184,0.0,0.020793036750483558,0.8823529411764706
0.125,0.6451612903225806,0.02775903316722612,0.0,0.037717601547388784,0.8117647058823529
0.125,0.7419354838709677,0.04878515494816788,0.0,0.012088974854932303,0.8235294117647058
0.5,0.8064516129032258,0.03909667763801904,0.0,0.024903288201160542,0.8117647058823529
0.125,0.6774193548387096,0.032058326863831865,0.0,0.024177949709864605,0.8
0.5,0.7096774193548387,0.04287416953174437,0.0,0.020551257253384914,0.9411764705882353
0.0,0.9032258064516129,0.04381943003876466,0.0,0.02441972920696325,0.9176470588235294
0.5,0.8709677419354839,0.04046392085951729,0.0,0.022727272727272728,0.7176470588235294
0.875,0.8064516129032258,0.03909667763801904,0.0,0.01958413926499033,0.9764705882352941
0.4375,0.5483870967741935,0.006818413557345904,0.0,0.00676982591876209,0.6352941176470588
0.4375,0.5161290322580645,0.0031425855002385197,0.0,0.0038684719535783366,0.9529411764705882
0.3125,0.5483870967741935,0.006818413557345904,0.0,0.02925531914893617,0.7294117647058823
0.0,0.967741935483871,0.03657115369217252,0.0,0.024661508704061898,0.6235294117647059
0.3125,0.9354838709677419,0.04666890759796058,0.0,0.04400386847195358,0.6705882352941176
0.875,0.8709677419354839,0.04046392085951729,0.0,0.02127659574468085,0.8941176470588236
0.125,0.7419354838709677,0.04878515494816788,0.0,0.02441972920696325,0.6941176470588235
0.875,0.7419354838709677,0.04878515494816788,0.0,0.020309477756286266,0.7294117647058823
