Platform,Year_of_Release,GDP,Region,Sales,Critic_Score
XB,2003.0,4445658071221.86,JP,0.0,82.0
PSP,2007.0,4515264514430.57,JP,0.0,64.0
X360,2009.0,5231382674593.7,JP,0.21,72.0
PS3,2011.0,6157459594823.72,JP,0.04,53.0
PSP,2009.0,5231382674593.7,JP,0.0,69.0
PS3,2014.0,4850413536037.84,JP,0.0,55.0
X360,2008.0,5037908465114.48,JP,0.03,65.0
PS3,2009.0,5231382674593.7,JP,0.0,81.0
GBA,2002.0,4115116279069.77,JP,0.0,71.0
X360,2006.0,4530377224970.4,JP,0.01,85.0
X360,2010.0,5700098114744.41,JP,0.01,74.0
DS,2010.0,5700098114744.41,JP,0.13,79.0
X360,2011.0,6157459594823.72,JP,0.0,86.0
X360,2013.0,5155717056270.83,JP,0.01,57.0
DS,2008.0,5037908465114.48,JP,0.0,68.0
DS,2007.0,4515264514430.57,JP,0.21,88.0
DS,2007.0,4515264514430.57,JP,0.0,73.0
PS3,2008.0,5037908465114.48,JP,0.01,85.0
PS2,2006.0,4530377224970.4,JP,0.0,81.0
GC,2002.0,4115116279069.77,JP,0.0,80.0
PS3,2011.0,6157459594823.72,JP,0.0,72.0
X360,2011.0,6157459594823.72,JP,0.0,87.0
X360,2013.0,5155717056270.83,JP,0.0,48.0
X360,2008.0,5037908465114.48,JP,0.0,71.0
Wii,2009.0,5231382674593.7,JP,0.02,81.0
PSP,2008.0,5037908465114.48,JP,0.01,57.0
X360,2005.0,4755410630912.14,JP,0.03,81.0
PS2,2005.0,4755410630912.14,JP,0.0,53.0
PS,1999.0,4562078822335.45,JP,0.0,78.0
Wii,2011.0,6157459594823.72,JP,0.0,66.0
X360,2012.0,6203213121334.12,JP,0.03,52.0
X360,2011.0,6157459594823.72,JP,0.0,70.0
PSP,2006.0,4530377224970.4,JP,0.0,70.0
GBA,2002.0,4115116279069.77,JP,0.0,38.0
Wii,2007.0,4515264514430.57,JP,0.08,69.0
PS2,2001.0,4303544259842.72,JP,0.0,84.0
GBA,2005.0,4755410630912.14,JP,0.14,77.0
PS2,2002.0,4115116279069.77,JP,0.0,81.0
PS2,2002.0,4115116279069.77,JP,0.56,45.0
DS,2004.0,4815148854362.11,JP,0.38,46.0
PS3,2009.0,5231382674593.7,JP,0.11,57.0
PSP,2005.0,4755410630912.14,JP,0.0,79.0
DS,2008.0,5037908465114.48,JP,0.17,69.0
PS2,2008.0,5037908465114.48,JP,0.0,66.0
DS,2010.0,5700098114744.41,JP,0.12,76.0
XB,2004.0,4815148854362.11,JP,0.0,56.0
PS,1998.0,4032509760872.94,JP,0.71,94.0
PSP,2008.0,5037908465114.48,JP,0.03,52.0
DS,2006.0,4530377224970.4,JP,0.11,85.0
WiiU,2014.0,4850413536037.84,JP,0.1,91.0
PSP,2009.0,5231382674593.7,JP,0.0,63.0
PS2,2004.0,4815148854362.11,JP,0.0,65.0
3DS,2011.0,6157459594823.72,JP,0.03,52.0
XB,2004.0,4815148854362.11,JP,0.0,81.0
GBA,2004.0,4815148854362.11,JP,0.0,39.0
Wii,2009.0,5231382674593.7,JP,0.0,87.0
PC,2011.0,6157459594823.72,JP,0.0,95.0
PS3,2011.0,6157459594823.72,JP,0.0,51.0
Wii,2010.0,5700098114744.41,JP,0.0,71.0
Wii,2009.0,5231382674593.7,JP,0.0,60.0
PS2,2008.0,5037908465114.48,JP,0.0,67.0
3DS,2013.0,5155717056270.83,JP,0.25,81.0
PS,2000.0,4887519660744.86,JP,0.2,76.0
PS4,2016.0,4926667087367.51,JP,0.05,89.0
PS3,2006.0,4530377224970.4,JP,0.06,55.0
XOne,2015.0,4389475622588.97,JP,0.01,95.0
X360,2006.0,4530377224970.4,JP,0.0,81.0
Wii,2009.0,5231382674593.7,JP,0.0,58.0
Wii,2011.0,6157459594823.72,JP,0.27,60.0
PS3,2010.0,5700098114744.41,JP,0.0,86.0
PSP,2008.0,5037908465114.48,JP,0.0,72.0
3DS,2012.0,6203213121334.12,JP,0.0,72.0
PS3,2012.0,6203213121334.12,JP,0.07,81.0
PS2,2004.0,4815148854362.11,JP,0.0,69.0
PS2,2001.0,4303544259842.72,JP,0.13,78.0
PS4,2014.0,4850413536037.84,JP,0.11,82.0
XB,2004.0,4815148854362.11,JP,0.0,83.0
PSP,2005.0,4755410630912.14,JP,0.0,75.0
Wii,2010.0,5700098114744.41,JP,0.0,62.0
PS2,2001.0,4303544259842.72,JP,0.3,81.0
PS2,2006.0,4530377224970.4,JP,0.0,76.0
X360,2008.0,5037908465114.48,JP,0.01,69.0
PSP,2005.0,4755410630912.14,JP,0.0,59.0
DS,2007.0,4515264514430.57,JP,0.3,80.0
PS3,2009.0,5231382674593.7,JP,0.0,54.0
PS3,2009.0,5231382674593.7,JP,0.0,76.0
PS2,2001.0,4303544259842.72,JP,0.0,79.0
DS,2007.0,4515264514430.57,JP,0.0,63.0
PS3,2009.0,5231382674593.7,JP,0.01,67.0
PSP,2006.0,4530377224970.4,JP,0.0,70.0
PSP,2009.0,5231382674593.7,JP,0.01,69.0
X360,2014.0,4850413536037.84,JP,0.01,91.0
DS,2008.0,5037908465114.48,JP,0.0,65.0
PC,2011.0,6157459594823.72,JP,0.0,80.0
PS3,2012.0,6203213121334.12,JP,0.0,79.0
XB,2005.0,4755410630912.14,JP,0.0,84.0
PS3,2013.0,5155717056270.83,JP,0.22,74.0
PSP,2007.0,4515264514430.57,JP,0.0,60.0
PS2,2001.0,4303544259842.72,JP,0.0,74.0
PS3,2009.0,5231382674593.7,JP,0.02,85.0
PS3,2011.0,6157459594823.72,JP,0.22,77.0
XB,2002.0,4115116279069.77,JP,0.0,83.0
PC,2011.0,6157459594823.72,JP,0.0,86.0
X360,2008.0,5037908465114.48,JP,0.19,79.0
PS3,2013.0,5155717056270.83,JP,0.0,87.0
WiiU,2013.0,5155717056270.83,JP,0.02,82.0
Wii,2007.0,4515264514430.57,JP,0.0,49.0
GBA,2003.0,4445658071221.86,JP,0.3,72.0
PS3,2009.0,5231382674593.7,JP,0.0,74.0
PC,2014.0,4850413536037.84,JP,0.0,85.0
PS3,2010.0,5700098114744.41,JP,0.24,72.0
DS,2008.0,5037908465114.48,JP,0.0,55.0
PS3,2007.0,4515264514430.57,JP,0.0,55.0
PS3,2007.0,4515264514430.57,JP,0.0,79.0
GBA,2004.0,4815148854362.11,JP,0.17,55.0
Wii,2008.0,5037908465114.48,JP,0.02,76.0
Wii,2009.0,5231382674593.7,JP,0.0,78.0
3DS,2012.0,6203213121334.12,JP,0.53,76.0
X360,2011.0,6157459594823.72,JP,0.02,79.0
XB,2001.0,4303544259842.72,JP,0.0,80.0
PS3,2012.0,6203213121334.12,JP,0.24,86.0
PS3,2011.0,6157459594823.72,JP,0.01,72.0
X360,2010.0,5700098114744.41,JP,0.0,88.0
X360,2006.0,4530377224970.4,JP,0.0,79.0
XB,2004.0,4815148854362.11,JP,0.0,84.0
PS4,2016.0,4926667087367.51,JP,0.0,71.0
PS2,2004.0,4815148854362.11,JP,0.17,86.0
WiiU,2014.0,4850413536037.84,JP,0.0,75.0
PS4,2015.0,4389475622588.97,JP,0.0,80.0
PS3,2012.0,6203213121334.12,JP,0.14,74.0
PS2,2001.0,4303544259842.72,JP,0.0,64.0
GC,2002.0,4115116279069.77,JP,0.0,74.0
DS,2007.0,4515264514430.57,JP,0.25,65.0
GBA,2005.0,4755410630912.14,JP,0.0,73.0
PS2,2005.0,4755410630912.14,JP,0.0,74.0
Wii,2010.0,5700098114744.41,JP,0.0,65.0
DS,2009.0,5231382674593.7,JP,0.0,70.0
PC,2013.0,5155717056270.83,JP,0.0,76.0
PS2,2007.0,4515264514430.57,JP,0.01,68.0
PS3,2010.0,5700098114744.41,JP,0.22,74.0
XB,2002.0,4115116279069.77,JP,0.0,73.0
Wii,2009.0,5231382674593.7,JP,0.0,55.0
PS2,2006.0,4530377224970.4,JP,0.0,79.0
X360,2007.0,4515264514430.57,JP,0.0,79.0
3DS,2014.0,4850413536037.84,JP,0.27,83.0
PS4,2014.0,4850413536037.84,JP,0.0,83.0
PS,2001.0,4303544259842.72,JP,0.0,72.0
DS,2005.0,4755410630912.14,JP,0.32,86.0
Wii,2009.0,5231382674593.7,JP,0.0,77.0
PS3,2009.0,5231382674593.7,JP,0.0,90.0
X360,2014.0,4850413536037.84,JP,0.01,74.0
GBA,2002.0,4115116279069.77,JP,0.0,82.0
PC,2015.0,4389475622588.97,JP,0.0,93.0
X360,2011.0,6157459594823.72,JP,0.01,84.0
PS2,2003.0,4445658071221.86,JP,0.61,66.0
PS3,2010.0,5700098114744.41,JP,0.0,91.0
X360,2009.0,5231382674593.7,JP,0.0,75.0
PS3,2010.0,5700098114744.41,JP,0.02,81.0
PC,2010.0,5700098114744.41,JP,0.0,87.0
X360,2011.0,6157459594823.72,JP,0.01,87.0
XB,2002.0,4115116279069.77,JP,0.0,79.0
XB,2002.0,4115116279069.77,JP,0.0,92.0
X360,2007.0,4515264514430.57,JP,0.0,86.0
PC,2012.0,6203213121334.12,JP,0.0,89.0
PSP,2007.0,4515264514430.57,JP,0.0,60.0
PS2,2003.0,4445658071221.86,JP,0.0,93.0
PC,2007.0,4515264514430.57,JP,0.0,91.0
PS,2000.0,4887519660744.86,JP,0.29,39.0
DS,2007.0,4515264514430.57,JP,0.0,66.0
PS2,2002.0,4115116279069.77,JP,0.0,66.0
GC,2002.0,4115116279069.77,JP,0.0,73.0
PS,2000.0,4887519660744.86,JP,0.0,43.0
PS2,2003.0,4445658071221.86,JP,0.0,85.0
GC,2002.0,4115116279069.77,JP,0.0,48.0
GBA,2004.0,4815148854362.11,JP,0.0,46.0
PS2,2004.0,4815148854362.11,JP,0.0,49.0
PSP,2007.0,4515264514430.57,JP,0.0,75.0
PSP,2008.0,5037908465114.48,JP,0.0,68.0
X360,2008.0,5037908465114.48,JP,0.0,77.0
PS4,2016.0,4926667087367.51,JP,0.09,73.0
PS3,2007.0,4515264514430.57,JP,0.41,59.0
X360,2008.0,5037908465114.48,JP,0.0,83.0
XB,2005.0,4755410630912.14,JP,0.0,77.0
X360,2012.0,6203213121334.12,JP,0.0,82.0
Wii,2007.0,4515264514430.57,JP,0.5,65.0
X360,2007.0,4515264514430.57,JP,0.0,50.0
GC,2003.0,4445658071221.86,JP,0.0,89.0
PSP,2005.0,4755410630912.14,JP,0.0,67.0
X360,2007.0,4515264514430.57,JP,0.0,81.0
WiiU,2014.0,4850413536037.84,JP,0.0,86.0
XB,2001.0,4303544259842.72,JP,0.0,58.0
DS,2009.0,5231382674593.7,JP,0.3,78.0
PS2,2003.0,4445658071221.86,JP,0.0,73.0
PS3,2011.0,6157459594823.72,JP,0.2,79.0
GC,2004.0,4815148854362.11,JP,0.0,90.0
GBA,2001.0,4303544259842.72,JP,0.0,67.0
PS2,2001.0,4303544259842.72,JP,0.0,84.0
XB,2005.0,4755410630912.14,JP,0.0,89.0
X360,2008.0,5037908465114.48,JP,0.12,68.0
DS,2010.0,5700098114744.41,JP,0.0,63.0
PS4,2016.0,4926667087367.51,JP,0.01,78.0
X360,2011.0,6157459594823.72,JP,0.0,86.0
GBA,2001.0,4303544259842.72,JP,0.0,92.0
PS2,2000.0,4887519660744.86,JP,0.0,66.0
PS2,2004.0,4815148854362.11,JP,0.0,65.0
PSP,2005.0,4755410630912.14,JP,0.12,66.0
PS2,2000.0,4887519660744.86,JP,0.36,58.0
PS3,2008.0,5037908465114.48,JP,0.0,85.0
PS2,2002.0,4115116279069.77,JP,0.0,90.0
X360,2011.0,6157459594823.72,JP,0.0,43.0
X360,2011.0,6157459594823.72,JP,0.0,80.0
GBA,2004.0,4815148854362.11,JP,0.17,73.0
GBA,2005.0,4755410630912.14,JP,0.0,71.0
PS3,2010.0,5700098114744.41,JP,0.02,65.0
PSP,2007.0,4515264514430.57,JP,0.26,65.0
Wii,2009.0,5231382674593.7,JP,0.0,70.0
XB,2005.0,4755410630912.14,JP,0.0,89.0
PS2,2005.0,4755410630912.14,JP,0.0,77.0
X360,2010.0,5700098114744.41,JP,0.0,40.0
PSP,2006.0,4530377224970.4,JP,0.0,68.0
GBA,2004.0,4815148854362.11,JP,0.0,62.0
GC,2003.0,4445658071221.86,JP,0.0,65.0
XOne,2014.0,4850413536037.84,JP,0.0,76.0
XOne,2013.0,5155717056270.83,JP,0.0,75.0
DS,2008.0,5037908465114.48,JP,0.0,50.0
GC,2002.0,4115116279069.77,JP,0.0,77.0
PS3,2010.0,5700098114744.41,JP,0.01,75.0
GC,2003.0,4445658071221.86,JP,0.0,84.0
PC,2011.0,6157459594823.72,JP,0.0,77.0
PS3,2011.0,6157459594823.72,JP,0.0,82.0
PS2,2004.0,4815148854362.11,JP,0.0,78.0
GBA,2004.0,4815148854362.11,JP,0.0,63.0
PS3,2009.0,5231382674593.7,JP,0.0,81.0
XB,2003.0,4445658071221.86,JP,0.0,89.0
X360,2007.0,4515264514430.57,JP,0.0,70.0
X360,2008.0,5037908465114.48,JP,0.18,66.0
XB,2004.0,4815148854362.11,JP,0.0,89.0
PS3,2010.0,5700098114744.41,JP,0.01,85.0
GC,2003.0,4445658071221.86,JP,0.0,72.0
PS4,2014.0,4850413536037.84,JP,0.0,67.0
PS2,2005.0,4755410630912.14,JP,0.0,85.0
PSP,2007.0,4515264514430.57,JP,0.28,82.0
PS,1998.0,4032509760872.94,JP,0.38,82.0
PS3,2008.0,5037908465114.48,JP,0.0,42.0
XB,2005.0,4755410630912.14,JP,0.0,80.0
XB,2004.0,4815148854362.11,JP,0.0,85.0
PS2,2002.0,4115116279069.77,JP,0.2,76.0
XOne,2014.0,4850413536037.84,JP,0.0,79.0
DS,2007.0,4515264514430.57,JP,0.0,69.0
PSP,2010.0,5700098114744.41,JP,0.0,71.0
PS2,2004.0,4815148854362.11,JP,0.0,74.0
Wii,2012.0,6203213121334.12,JP,0.33,82.0
XB,2003.0,4445658071221.86,JP,0.0,84.0
PC,2011.0,6157459594823.72,JP,0.0,84.0
PS3,2007.0,4515264514430.57,JP,0.02,60.0
PC,2008.0,5037908465114.48,JP,0.0,89.0
XOne,2014.0,4850413536037.84,JP,0.0,79.0
PS2,2002.0,4115116279069.77,JP,0.23,74.0
XB,2005.0,4755410630912.14,JP,0.0,78.0
PS4,2014.0,4850413536037.84,JP,0.01,71.0
PS3,2008.0,5037908465114.48,JP,0.01,67.0
X360,2013.0,5155717056270.83,JP,0.0,81.0
Wii,2006.0,4530377224970.4,JP,0.04,63.0
PS3,2007.0,4515264514430.57,JP,0.0,86.0
DS,2010.0,5700098114744.41,JP,0.34,68.0
DS,2010.0,5700098114744.41,JP,0.0,73.0
PS,1999.0,4562078822335.45,JP,0.0,69.0
XB,2004.0,4815148854362.11,JP,0.0,81.0
DS,2007.0,4515264514430.57,JP,0.42,77.0
Wii,2009.0,5231382674593.7,JP,0.0,62.0
PS3,2006.0,4530377224970.4,JP,0.0,67.0
PSP,2006.0,4530377224970.4,JP,0.0,78.0
PS4,2015.0,4389475622588.97,JP,0.03,65.0
PS2,2007.0,4515264514430.57,JP,0.0,65.0
PS3,2007.0,4515264514430.57,JP,0.0,80.0
PS2,2003.0,4445658071221.86,JP,0.0,61.0
PS,2001.0,4303544259842.72,JP,0.0,58.0
PS2,2002.0,4115116279069.77,JP,0.0,74.0
XB,2003.0,4445658071221.86,JP,0.0,63.0
PS2,2006.0,4530377224970.4,JP,0.0,69.0
GC,2005.0,4755410630912.14,JP,0.0,70.0
X360,2010.0,5700098114744.41,JP,0.01,83.0
X360,2009.0,5231382674593.7,JP,0.0,88.0
DS,2008.0,5037908465114.48,JP,0.0,70.0
PS2,2004.0,4815148854362.11,JP,0.0,78.0
X360,2012.0,6203213121334.12,JP,0.0,83.0
PC,2010.0,5700098114744.41,JP,0.0,81.0
WiiU,2013.0,5155717056270.83,JP,0.03,92.0
GC,2003.0,4445658071221.86,JP,0.0,81.0
PC,2013.0,5155717056270.83,JP,0.0,94.0
PSP,2007.0,4515264514430.57,JP,0.0,64.0
PS3,2012.0,6203213121334.12,JP,0.11,67.0
PS3,2008.0,5037908465114.48,JP,0.01,76.0
GBA,2002.0,4115116279069.77,JP,0.0,71.0
PS2,2004.0,4815148854362.11,JP,0.3,63.0
PSP,2010.0,5700098114744.41,JP,0.62,71.0
PS3,2010.0,5700098114744.41,JP,0.55,60.0
GBA,2004.0,4815148854362.11,JP,0.0,77.0
PS3,2013.0,5155717056270.83,JP,0.42,71.0
XB,2005.0,4755410630912.14,JP,0.0,88.0
XOne,2015.0,4389475622588.97,JP,0.0,70.0
PS2,2008.0,5037908465114.48,JP,0.0,73.0
PSV,2014.0,4850413536037.84,JP,0.32,73.0
PS3,2008.0,5037908465114.48,JP,0.01,63.0
PS2,2005.0,4755410630912.14,JP,0.29,74.0
GC,2003.0,4445658071221.86,JP,0.12,89.0
PS2,2005.0,4755410630912.14,JP,0.0,60.0
X360,2008.0,5037908465114.48,JP,0.0,76.0
GBA,2004.0,4815148854362.11,JP,0.3,60.0
PS2,2002.0,4115116279069.77,JP,0.0,47.0
PS3,2008.0,5037908465114.48,JP,0.0,82.0
PSV,2012.0,6203213121334.12,JP,0.0,85.0
X360,2008.0,5037908465114.48,JP,0.0,84.0
GBA,2003.0,4445658071221.86,JP,0.0,89.0
DS,2007.0,4515264514430.57,JP,0.33,60.0
Wii,2011.0,6157459594823.72,JP,0.18,80.0
PS2,2003.0,4445658071221.86,JP,0.26,63.0
PS2,2005.0,4755410630912.14,JP,0.0,77.0
PS2,2005.0,4755410630912.14,JP,0.0,68.0
PSP,2007.0,4515264514430.57,JP,0.0,59.0
X360,2009.0,5231382674593.7,JP,0.0,80.0
Wii,2008.0,5037908465114.48,JP,0.01,54.0
PSP,2008.0,5037908465114.48,JP,0.0,64.0
PC,2016.0,4926667087367.51,JP,0.0,64.0
PSV,2014.0,4850413536037.84,JP,0.01,64.0
GBA,2004.0,4815148854362.11,JP,0.0,67.0
PC,2013.0,5155717056270.83,JP,0.0,84.0
Wii,2008.0,5037908465114.48,JP,0.0,54.0
PS2,2004.0,4815148854362.11,JP,0.0,60.0
PS2,2004.0,4815148854362.11,JP,0.0,64.0
WiiU,2014.0,4850413536037.84,JP,0.03,68.0
XB,2003.0,4445658071221.86,JP,0.0,84.0
DS,2009.0,5231382674593.7,JP,0.0,72.0
PS2,2004.0,4815148854362.11,JP,0.0,60.0
X360,2014.0,4850413536037.84,JP,0.0,50.0
PSP,2007.0,4515264514430.57,JP,0.22,74.0
XB,2004.0,4815148854362.11,JP,0.0,83.0
PS2,2003.0,4445658071221.86,JP,0.0,58.0
XB,2005.0,4755410630912.14,JP,0.0,79.0
3DS,2011.0,6157459594823.72,JP,0.0,61.0
PC,2013.0,5155717056270.83,JP,0.0,85.0
XB,2002.0,4115116279069.77,JP,0.0,88.0
PS2,2006.0,4530377224970.4,JP,0.34,81.0
PS3,2010.0,5700098114744.41,JP,0.4,61.0
X360,2007.0,4515264514430.57,JP,0.0,75.0
Wii,2009.0,5231382674593.7,JP,0.0,67.0
PS4,2016.0,4926667087367.51,JP,0.0,88.0
GBA,2002.0,4115116279069.77,JP,0.0,78.0
XOne,2014.0,4850413536037.84,JP,0.0,64.0
X360,2010.0,5700098114744.41,JP,0.01,57.0
PS3,2012.0,6203213121334.12,JP,0.0,84.0
PS3,2012.0,6203213121334.12,JP,0.2,74.0
XOne,2015.0,4389475622588.97,JP,0.0,74.0
PS2,2004.0,4815148854362.11,JP,0.0,63.0
PS3,2008.0,5037908465114.48,JP,0.07,67.0
PS2,2005.0,4755410630912.14,JP,0.0,82.0
PS2,2009.0,5231382674593.7,JP,0.0,73.0
X360,2006.0,4530377224970.4,JP,0.0,81.0
Wii,2010.0,5700098114744.41,JP,0.0,91.0
PC,2011.0,6157459594823.72,JP,0.0,82.0
XB,2001.0,4303544259842.72,JP,0.0,78.0
PS3,2007.0,4515264514430.57,JP,0.01,73.0
XB,2002.0,4115116279069.77,JP,0.0,88.0
X360,2009.0,5231382674593.7,JP,0.0,55.0
PC,2014.0,4850413536037.84,JP,0.0,80.0
PS2,2005.0,4755410630912.14,JP,0.0,78.0
PSP,2008.0,5037908465114.48,JP,0.0,44.0
PS3,2010.0,5700098114744.41,JP,0.27,60.0
X360,2007.0,4515264514430.57,JP,0.0,68.0
PS3,2009.0,5231382674593.7,JP,0.0,71.0
X360,2013.0,5155717056270.83,JP,0.0,32.0
PC,2011.0,6157459594823.72,JP,0.0,70.0
PS2,2002.0,4115116279069.77,JP,0.38,82.0
PS3,2007.0,4515264514430.57,JP,0.0,75.0
PS2,2007.0,4515264514430.57,JP,0.16,89.0
PS2,2001.0,4303544259842.72,JP,0.0,82.0
3DS,2012.0,6203213121334.12,JP,0.0,62.0
X360,2008.0,5037908465114.48,JP,0.0,80.0
PS2,2006.0,4530377224970.4,JP,0.15,93.0
PSP,2009.0,5231382674593.7,JP,0.34,89.0
PS,2000.0,4887519660744.86,JP,0.0,88.0
PC,2013.0,5155717056270.83,JP,0.0,76.0
PS,2000.0,4887519660744.86,JP,0.0,54.0
PS4,2015.0,4389475622588.97,JP,0.0,78.0
GC,2002.0,4115116279069.77,JP,0.0,62.0
PS3,2006.0,4530377224970.4,JP,0.01,76.0
X360,2009.0,5231382674593.7,JP,0.0,79.0
X360,2012.0,6203213121334.12,JP,0.0,90.0
XB,2005.0,4755410630912.14,JP,0.0,77.0
PS2,2002.0,4115116279069.77,JP,0.29,78.0
GC,2006.0,4530377224970.4,JP,0.0,82.0
XB,2003.0,4445658071221.86,JP,0.0,89.0
PS2,2004.0,4815148854362.11,JP,0.0,71.0
PS3,2011.0,6157459594823.72,JP,0.0,75.0
3DS,2011.0,6157459594823.72,JP,0.0,71.0
Wii,2007.0,4515264514430.57,JP,0.11,46.0
GC,2003.0,4445658071221.86,JP,0.12,93.0
GBA,2004.0,4815148854362.11,JP,0.0,72.0
PS3,2009.0,5231382674593.7,JP,0.0,86.0
PS2,2004.0,4815148854362.11,JP,0.0,48.0
Wii,2010.0,5700098114744.41,JP,0.01,80.0
PS2,2004.0,4815148854362.11,JP,0.0,68.0
XOne,2016.0,4926667087367.51,JP,0.0,67.0
X360,2010.0,5700098114744.41,JP,0.0,74.0
PS3,2011.0,6157459594823.72,JP,0.57,70.0
Wii,2010.0,5700098114744.41,JP,0.0,88.0
X360,2011.0,6157459594823.72,JP,0.0,80.0
X360,2008.0,5037908465114.48,JP,0.0,50.0
DS,2009.0,5231382674593.7,JP,0.0,48.0
PS3,2010.0,5700098114744.41,JP,0.2,68.0
PS3,2014.0,4850413536037.84,JP,0.01,73.0
PS3,2008.0,5037908465114.48,JP,0.0,82.0
XB,2002.0,4115116279069.77,JP,0.0,72.0
PS2,2006.0,4530377224970.4,JP,0.57,58.0
PS3,2009.0,5231382674593.7,JP,0.01,70.0
3DS,2011.0,6157459594823.72,JP,0.0,56.0
3DS,2012.0,6203213121334.12,JP,0.0,73.0
DS,2008.0,5037908465114.48,JP,0.27,81.0
PS4,2014.0,4850413536037.84,JP,0.01,75.0
Wii,2009.0,5231382674593.7,JP,0.0,91.0
PS2,2002.0,4115116279069.77,JP,0.0,72.0
PS3,2011.0,6157459594823.72,JP,0.0,70.0
PSP,2009.0,5231382674593.7,JP,0.0,71.0
GBA,2004.0,4815148854362.11,JP,0.0,49.0
PS2,2003.0,4445658071221.86,JP,0.0,81.0
PS3,2010.0,5700098114744.41,JP,0.11,84.0
PSV,2013.0,5155717056270.83,JP,0.0,87.0
XB,2005.0,4755410630912.14,JP,0.0,90.0
X360,2009.0,5231382674593.7,JP,0.0,46.0
PS3,2014.0,4850413536037.84,JP,0.05,77.0
X360,2008.0,5037908465114.48,JP,0.0,70.0
PS3,2009.0,5231382674593.7,JP,0.08,70.0
X360,2010.0,5700098114744.41,JP,0.0,79.0
X360,2009.0,5231382674593.7,JP,0.0,64.0
GBA,2005.0,4755410630912.14,JP,0.22,85.0
PS3,2011.0,6157459594823.72,JP,0.09,58.0
GBA,2002.0,4115116279069.77,JP,0.0,76.0
GBA,2005.0,4755410630912.14,JP,0.0,71.0
GBA,2004.0,4815148854362.11,JP,0.0,62.0
GC,2001.0,4303544259842.72,JP,0.0,89.0
GBA,2001.0,4303544259842.72,JP,0.0,84.0
DS,2009.0,5231382674593.7,JP,0.0,67.0
PS2,2003.0,4445658071221.86,JP,0.0,75.0
Wii,2010.0,5700098114744.41,JP,0.01,59.0
GBA,2003.0,4445658071221.86,JP,0.0,86.0
PS2,2005.0,4755410630912.14,JP,0.0,45.0
GC,2001.0,4303544259842.72,JP,0.09,80.0
PS3,2013.0,5155717056270.83,JP,0.0,43.0
PS2,2003.0,4445658071221.86,JP,0.0,51.0
PS3,2011.0,6157459594823.72,JP,0.42,64.0
XB,2005.0,4755410630912.14,JP,0.0,88.0
PS3,2013.0,5155717056270.83,JP,0.07,62.0
XOne,2014.0,4850413536037.84,JP,0.02,60.0
PS2,2007.0,4515264514430.57,JP,0.0,72.0
PS3,2013.0,5155717056270.83,JP,0.34,68.0
WiiU,2013.0,5155717056270.83,JP,0.0,71.0
PS2,2009.0,5231382674593.7,JP,0.0,61.0
X360,2009.0,5231382674593.7,JP,0.0,77.0
X360,2010.0,5700098114744.41,JP,0.0,32.0
PS2,2001.0,4303544259842.72,JP,0.0,63.0
PS2,2006.0,4530377224970.4,JP,0.0,52.0
PS2,2001.0,4303544259842.72,JP,0.0,87.0
PS2,2001.0,4303544259842.72,JP,0.0,81.0
X360,2010.0,5700098114744.41,JP,0.0,82.0
DS,2007.0,4515264514430.57,JP,0.0,43.0
Wii,2009.0,5231382674593.7,JP,0.11,81.0
Wii,2008.0,5037908465114.48,JP,0.04,90.0
PS4,2014.0,4850413536037.84,JP,0.0,72.0
PS4,2016.0,4926667087367.51,JP,0.0,69.0
WiiU,2013.0,5155717056270.83,JP,0.0,72.0
PS4,2014.0,4850413536037.84,JP,0.0,60.0
PC,2011.0,6157459594823.72,JP,0.0,90.0
PS2,2007.0,4515264514430.57,JP,0.0,71.0
DS,2007.0,4515264514430.57,JP,0.21,69.0
PS2,2004.0,4815148854362.11,JP,0.0,62.0
X360,2008.0,5037908465114.48,JP,0.0,56.0
PS3,2009.0,5231382674593.7,JP,0.0,44.0
GC,2002.0,4115116279069.77,JP,0.0,80.0
PC,2008.0,5037908465114.48,JP,0.0,86.0
PS,2000.0,4887519660744.86,JP,0.0,70.0
PS3,2010.0,5700098114744.41,JP,0.0,88.0
PS3,2012.0,6203213121334.12,JP,0.59,83.0
PS2,2002.0,4115116279069.77,JP,0.16,73.0
XB,2004.0,4815148854362.11,JP,0.0,90.0
GC,2002.0,4115116279069.77,JP,0.0,62.0
XOne,2015.0,4389475622588.97,JP,0.0,72.0
PC,2011.0,6157459594823.72,JP,0.0,88.0
XB,2003.0,4445658071221.86,JP,0.14,73.0
PS2,2010.0,5700098114744.41,JP,0.01,77.0
X360,2010.0,5700098114744.41,JP,0.0,82.0
DS,2004.0,4815148854362.11,JP,0.0,60.0
PS2,2004.0,4815148854362.11,JP,0.0,81.0
PS3,2014.0,4850413536037.84,JP,0.27,66.0
GBA,2003.0,4445658071221.86,JP,0.11,81.0
X360,2008.0,5037908465114.48,JP,0.0,80.0
DS,2009.0,5231382674593.7,JP,0.2,82.0
Wii,2008.0,5037908465114.48,JP,0.0,44.0
PS3,2010.0,5700098114744.41,JP,0.0,48.0
PS2,2003.0,4445658071221.86,JP,0.14,58.0
PC,2011.0,6157459594823.72,JP,0.0,90.0
PSP,2007.0,4515264514430.57,JP,0.13,67.0
X360,2012.0,6203213121334.12,JP,0.02,77.0
PS2,2005.0,4755410630912.14,JP,0.47,58.0
X360,2008.0,5037908465114.48,JP,0.0,55.0
Wii,2008.0,5037908465114.48,JP,0.0,68.0
